Year,AC_Name,PC_Name,Party,Votes,Position
2019,Chhatna,Bankura,AITC,64479.0,Runner-Up
2019,Chhatna,Bankura,Others,26789.0,Others
2021,CHHATNA,Bankura,BJP,90233.0,Winner
2021,CHHATNA,Bankura,AITC,83069.0,Runner-Up
2021,CHHATNA,Bankura,Others,23534.0,Others
2024,Chhatna,Bankura,AITC,89912.0,Winner
2024,Chhatna,Bankura,BJP,84255.0,Runner-Up
2024,Chhatna,Bankura,Others,18803.0,Others
2009,Ranibandh,Bankura,CPM,74753.0,Winner
2009,Ranibandh,Bankura,INC,43140.0,Runner-Up
2009,Ranibandh,Bankura,Others,32648.0,Others
2011,RANIBUNDH,Bankura,CPM,75388.0,Winner
2011,RANIBUNDH,Bankura,AITC,68529.0,Runner-Up
2011,RANIBUNDH,Bankura,Others,26456.0,Others
2014,Ranibandh,Bankura,AITC,73940.0,Winner
2014,Ranibandh,Bankura,CPM,54769.0,Runner-Up
2014,Ranibandh,Bankura,Others,55146.0,Others
2016,RANIBUNDH,Bankura,AITC,92181.0,Winner
2016,RANIBUNDH,Bankura,CPM,68868.0,Runner-Up
2016,RANIBUNDH,Bankura,Others,33080.0,Others
2019,Ranibandh,Bankura,BJP,93956.0,Winner
2019,Ranibandh,Bankura,AITC,78142.0,Runner-Up
2019,Ranibandh,Bankura,Others,31754.0,Others
2021,RANIBUNDH,Bankura,AITC,90928.0,Winner
2021,RANIBUNDH,Bankura,BJP,86989.0,Runner-Up
2021,RANIBUNDH,Bankura,Others,33253.0,Others
2024,Ranibandh,Bankura,AITC,90299.0,Winner
2024,Ranibandh,Bankura,BJP,84547.0,Runner-Up
2024,Ranibandh,Bankura,Others,35765.0,Others
2009,Raipur,Bankura,CPM,68359.0,Winner
2009,Raipur,Bankura,INC,48723.0,Runner-Up
2009,Raipur,Bankura,Others,21336.0,Others
2011,RAIPUR,Bankura,CPM,69008.0,Winner
2011,RAIPUR,Bankura,AITC,68826.0,Runner-Up
2011,RAIPUR,Bankura,Others,17656.0,Others
2014,Raipur,Bankura,AITC,79001.0,Winner
2014,Raipur,Bankura,CPM,49857.0,Runner-Up
2014,Raipur,Bankura,Others,41814.0,Others
2016,RAIPUR,Bankura,AITC,89841.0,Winner
2016,RAIPUR,Bankura,CPM,63119.0,Runner-Up
2016,RAIPUR,Bankura,Others,24362.0,Others
2019,Raipur,Bankura,BJP,83774.0,Winner
2019,Raipur,Bankura,AITC,80423.0,Runner-Up
2019,Raipur,Bankura,Others,21625.0,Others
2021,RAIPUR,Bankura,AITC,101043.0,Winner
2021,RAIPUR,Bankura,BJP,81645.0,Runner-Up
2021,RAIPUR,Bankura,Others,11788.0,Others
2024,Raipur,Bankura,AITC,94729.0,Winner
2024,Raipur,Bankura,BJP,77235.0,Runner-Up
2024,Raipur,Bankura,Others,19855.0,Others
2009,Taldangra,Bankura,CPM,75784.0,Winner
2009,Taldangra,Bankura,INC,46989.0,Runner-Up
2009,Taldangra,Bankura,Others,19215.0,Others
2011,TALDANGRA,Bankura,CPM,74779.0,Winner
2011,TALDANGRA,Bankura,INC,67614.0,Runner-Up
2011,TALDANGRA,Bankura,Others,14739.0,Others
2014,Taldangra,Bankura,AITC,66539.0,Winner
2014,Taldangra,Bankura,CPM,65030.0,Runner-Up
2014,Taldangra,Bankura,Others,42648.0,Others
2016,TALDANGRA,Bankura,AITC,87236.0,Winner
2016,TALDANGRA,Bankura,CPM,73567.0,Runner-Up
2016,TALDANGRA,Bankura,Others,22638.0,Others
2019,Taldangra,Bankura,BJP,87826.0,Winner
2019,Taldangra,Bankura,AITC,70558.0,Runner-Up
2019,Taldangra,Bankura,Others,32288.0,Others
2021,TALDANGRA,Bankura,AITC,92026.0,Winner
2021,TALDANGRA,Bankura,BJP,79649.0,Runner-Up
2021,TALDANGRA,Bankura,Others,31511.0,Others
2024,Taldangra,Bankura,AITC,90790.0,Winner
2024,Taldangra,Bankura,BJP,82307.0,Runner-Up
2024,Taldangra,Bankura,Others,25120.0,Others
2009,Bankura,Bankura,INC,69498.0,Winner
2009,Bankura,Bankura,CPM,62921.0,Runner-Up
2009,Bankura,Bankura,Others,17657.0,Others
2011,BANKURA,Bankura,AITC,92835.0,Winner
2011,BANKURA,Bankura,CPM,63745.0,Runner-Up
2011,BANKURA,Bankura,Others,15574.0,Others
2014,Bankura,Bankura,AITC,72942.0,Winner
2014,Bankura,Bankura,BJP,51172.0,Runner-Up
2014,Bankura,Bankura,Others,61427.0,Others
2016,BANKURA,Bankura,INC,83486.0,Winner
2016,BANKURA,Bankura,AITC,82457.0,Runner-Up
2016,BANKURA,Bankura,Others,30714.0,Others
2019,Bankura,Bankura,BJP,112080.0,Winner
2019,Bankura,Bankura,AITC,65304.0,Runner-Up
2019,Bankura,Bankura,Others,27329.0,Others
2021,BANKURA,Bankura,BJP,95466.0,Winner
2021,BANKURA,Bankura,AITC,93998.0,Runner-Up
2021,BANKURA,Bankura,Others,28522.0,Others
2024,Bankura,Bankura,BJP,103610.0,Winner
2024,Bankura,Bankura,AITC,87298.0,Runner-Up
2024,Bankura,Bankura,Others,22075.0,Others
2009,Barjora,Bishnupur,CPM,70997.0,Winner
2009,Barjora,Bishnupur,AITC,64338.0,Runner-Up
2009,Barjora,Bishnupur,Others,17846.0,Others
2011,BARJORA,Bishnupur,AITC,84457.0,Winner
2011,BARJORA,Bishnupur,CPM,75966.0,Runner-Up
2011,BARJORA,Bishnupur,Others,16679.0,Others
2014,Barjora,Bishnupur,AITC,75229.0,Winner
2014,Barjora,Bishnupur,CPM,69019.0,Runner-Up
2014,Barjora,Bishnupur,Others,41996.0,Others
2016,BARJORA,Bishnupur,CPM,86873.0,Winner
2016,BARJORA,Bishnupur,AITC,86257.0,Runner-Up
2016,BARJORA,Bishnupur,Others,26954.0,Others
2019,Barjora,Bishnupur,BJP,91736.0,Winner
2019,Barjora,Bishnupur,AITC,80116.0,Runner-Up
2019,Barjora,Bishnupur,Others,35931.0,Others
2021,BARJORA,Bishnupur,AITC,93290.0,Winner
2021,BARJORA,Bishnupur,BJP,90021.0,Runner-Up
2021,BARJORA,Bishnupur,Others,36141.0,Others
2024,Barjora,Bishnupur,BJP,101567.0,Winner
2024,Barjora,Bishnupur,AITC,87529.0,Runner-Up
2024,Barjora,Bishnupur,Others,26171.0,Others
2009,Onda,Bishnupur,CPM,74253.0,Winner
2009,Onda,Bishnupur,AITC,53406.0,Runner-Up
2009,Onda,Bishnupur,Others,21985.0,Others
2011,ONDA,Bishnupur,AITC,75699.0,Winner
2011,ONDA,Bishnupur,AIFB,75103.0,Runner-Up
2011,ONDA,Bishnupur,Others,23213.0,Others
2014,Onda,Bishnupur,AITC,76737.0,Winner
2014,Onda,Bishnupur,CPM,57717.0,Runner-Up
2014,Onda,Bishnupur,Others,50023.0,Others
2016,ONDA,Bishnupur,AITC,80603.0,Winner
2016,ONDA,Bishnupur,AIFB,69755.0,Runner-Up
2016,ONDA,Bishnupur,Others,47660.0,Others
2019,Onda,Bishnupur,BJP,106788.0,Winner
2019,Onda,Bishnupur,AITC,80415.0,Runner-Up
2019,Onda,Bishnupur,Others,22944.0,Others
2021,ONDA,Bishnupur,BJP,104940.0,Winner
2021,ONDA,Bishnupur,AITC,93389.0,Runner-Up
2021,ONDA,Bishnupur,Others,27430.0,Others
2024,Onda,Bishnupur,BJP,104894.0,Winner
2024,Onda,Bishnupur,AITC,98954.0,Runner-Up
2024,Onda,Bishnupur,Others,17454.0,Others
2009,Bishnupur,Bishnupur,CPM,65503.0,Winner
2009,Bishnupur,Bishnupur,AITC,56013.0,Runner-Up
2009,Bishnupur,Bishnupur,Others,11340.0,Others
2011,BISHNUPUR,Bishnupur,AITC,77662.0,Winner
2011,BISHNUPUR,Bishnupur,CPM,67805.0,Runner-Up
2011,BISHNUPUR,Bishnupur,Others,8939.0,Others
2014,Bishnupur,Bishnupur,AITC,72477.0,Winner
2014,Bishnupur,Bishnupur,CPM,49142.0,Runner-Up
2014,Bishnupur,Bishnupur,Others,40826.0,Others
2016,BISHNUPUR,Bishnupur,INC,76641.0,Winner
2016,BISHNUPUR,Bishnupur,AITC,75750.0,Runner-Up
2016,BISHNUPUR,Bishnupur,Others,20914.0,Others
2019,Bishnupur,Bishnupur,BJP,89806.0,Winner
2019,Bishnupur,Bishnupur,AITC,66988.0,Runner-Up
2019,Bishnupur,Bishnupur,Others,24105.0,Others
2021,BISHNUPUR,Bishnupur,BJP,89689.0,Winner
2021,BISHNUPUR,Bishnupur,AITC,78269.0,Runner-Up
2021,BISHNUPUR,Bishnupur,Others,23511.0,Others
2024,Bishnupur,Bishnupur,BJP,94725.0,Winner
2024,Bishnupur,Bishnupur,AITC,79683.0,Runner-Up
2024,Bishnupur,Bishnupur,Others,16956.0,Others
2009,Katulpur,Bishnupur,CPM,87571.0,Winner
2009,Katulpur,Bishnupur,AITC,59096.0,Runner-Up
2009,Katulpur,Bishnupur,Others,11911.0,Others
2011,KATULPUR,Bishnupur,INC,83355.0,Winner
2011,KATULPUR,Bishnupur,CPM,81922.0,Runner-Up
2011,KATULPUR,Bishnupur,Others,10569.0,Others
2014,Kotulpur,Bishnupur,AITC,98937.0,Winner
2014,Kotulpur,Bishnupur,CPM,57857.0,Runner-Up
2014,Kotulpur,Bishnupur,Others,34206.0,Others
2016,KATULPUR,Bishnupur,AITC,98901.0,Winner
2016,KATULPUR,Bishnupur,INC,77653.0,Runner-Up
2016,KATULPUR,Bishnupur,Others,25158.0,Others
2019,Kotulpur,Bishnupur,BJP,97907.0,Winner
2019,Kotulpur,Bishnupur,AITC,88808.0,Runner-Up
2019,Kotulpur,Bishnupur,Others,24870.0,Others
2021,KATULPUR,Bishnupur,BJP,106022.0,Winner
2021,KATULPUR,Bishnupur,AITC,94237.0,Runner-Up
2021,KATULPUR,Bishnupur,Others,23864.0,Others
2024,Katulpur,Bishnupur,BJP,104935.0,Winner
2024,Katulpur,Bishnupur,AITC,98604.0,Runner-Up
2024,Katulpur,Bishnupur,Others,19204.0,Others
2009,Indus,Bishnupur,CPM,85132.0,Winner
2009,Indus,Bishnupur,AITC,57323.0,Runner-Up
2009,Indus,Bishnupur,Others,12101.0,Others
2011,INDUS,Bishnupur,AITC,85589.0,Winner
2011,INDUS,Bishnupur,CPM,81584.0,Runner-Up
2011,INDUS,Bishnupur,Others,7319.0,Others
2014,Indas,Bishnupur,AITC,90764.0,Winner
2014,Indas,Bishnupur,CPM,64469.0,Runner-Up
2014,Indas,Bishnupur,Others,31038.0,Others
2016,INDUS,Bishnupur,AITC,94940.0,Winner
2016,INDUS,Bishnupur,CPM,76103.0,Runner-Up
2016,INDUS,Bishnupur,Others,26162.0,Others
2019,Indas,Bishnupur,BJP,98184.0,Winner
2019,Indas,Bishnupur,AITC,84591.0,Runner-Up
2019,Indas,Bishnupur,Others,23353.0,Others
2021,INDUS,Bishnupur,BJP,104936.0,Winner
2021,INDUS,Bishnupur,AITC,97716.0,Runner-Up
2021,INDUS,Bishnupur,Others,15801.0,Others
2024,Indus,Bishnupur,AITC,106056.0,Winner
2024,Indus,Bishnupur,BJP,96909.0,Runner-Up
2024,Indus,Bishnupur,Others,14452.0,Others
2009,Sonamukhi,Bishnupur,CPM,67563.0,Winner
2009,Sonamukhi,Bishnupur,AITC,64076.0,Runner-Up
2009,Sonamukhi,Bishnupur,Others,13772.0,Others
2011,SONAMUKHI,Bishnupur,AITC,82199.0,Winner
2011,SONAMUKHI,Bishnupur,CPM,74910.0,Runner-Up
2011,SONAMUKHI,Bishnupur,Others,7961.0,Others
2014,Sonamukhi,Bishnupur,AITC,73698.0,Winner
2014,Sonamukhi,Bishnupur,CPM,62825.0,Runner-Up
2014,Sonamukhi,Bishnupur,Others,38321.0,Others
2016,SONAMUKHI,Bishnupur,CPM,86125.0,Winner
2016,SONAMUKHI,Bishnupur,AITC,77406.0,Runner-Up
2016,SONAMUKHI,Bishnupur,Others,23504.0,Others
2019,Sonamukhi,Bishnupur,BJP,98983.0,Winner
2019,Sonamukhi,Bishnupur,AITC,75148.0,Runner-Up
2019,Sonamukhi,Bishnupur,Others,22386.0,Others
2021,SONAMUKHI,Bishnupur,BJP,98161.0,Winner
2021,SONAMUKHI,Bishnupur,AITC,87273.0,Runner-Up
2021,SONAMUKHI,Bishnupur,Others,22305.0,Others
2024,Sonamukhi,Bishnupur,BJP,100705.0,Winner
2024,Sonamukhi,Bishnupur,AITC,89091.0,Runner-Up
2024,Sonamukhi,Bishnupur,Others,15701.0,Others
2009,Khandaghosh,Bishnupur,CPM,89785.0,Winner
2009,Khandaghosh,Bishnupur,AITC,57268.0,Runner-Up
2009,Khandaghosh,Bishnupur,Others,12387.0,Others
2011,KHANDAGHOSH,Bishnupur,CPM,94284.0,Winner
2011,KHANDAGHOSH,Bishnupur,AITC,81137.0,Runner-Up
2011,KHANDAGHOSH,Bishnupur,Others,5505.0,Others
2014,Khandaghosh,Bishnupur,AITC,90413.0,Winner
2014,Khandaghosh,Bishnupur,CPM,67762.0,Runner-Up
2014,Khandaghosh,Bishnupur,Others,27275.0,Others
2016,KHANDAGHOSH,Bishnupur,AITC,90151.0,Winner
2016,KHANDAGHOSH,Bishnupur,CPM,86949.0,Runner-Up
2016,KHANDAGHOSH,Bishnupur,Others,19377.0,Others
2019,Khandaghosh,Bishnupur,AITC,102494.0,Winner
2019,Khandaghosh,Bishnupur,BJP,71500.0,Runner-Up
2019,Khandaghosh,Bishnupur,Others,30818.0,Others
2021,KHANDAGHOSH,Bishnupur,AITC,104264.0,Winner
2021,KHANDAGHOSH,Bishnupur,BJP,83378.0,Runner-Up
2021,KHANDAGHOSH,Bishnupur,Others,30255.0,Others
2024,Khandaghosh,Bishnupur,AITC,111231.0,Winner
2024,Khandaghosh,Bishnupur,BJP,73585.0,Runner-Up
2024,Khandaghosh,Bishnupur,Others,29483.0,Others
2009,Burdwan Dakshin,Burdwan - durgapur,INC,78115.0,Winner
2009,Burdwan Dakshin,Burdwan - durgapur,CPM,78016.0,Runner-Up
2009,Burdwan Dakshin,Burdwan - durgapur,Others,12049.0,Others
2011,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,AITC,107520.0,Winner
2011,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,CPM,70604.0,Runner-Up
2011,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,Others,8214.0,Others
2014,Bardhaman Dakshin,Burdwan - durgapur,AITC,85234.0,Winner
2014,Bardhaman Dakshin,Burdwan - durgapur,BJP,47706.0,Runner-Up
2014,Bardhaman Dakshin,Burdwan - durgapur,Others,54163.0,Others
2016,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,AITC,91882.0,Winner
2016,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,CPM,62444.0,Runner-Up
2016,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,Others,39770.0,Others
2019,Bardhaman Dakshin,Bardhaman Durgapur,AITC,85301.0,Winner
2019,Bardhaman Dakshin,Bardhaman Durgapur,BJP,83963.0,Runner-Up
2019,Bardhaman Dakshin,Bardhaman Durgapur,Others,28775.0,Others
2021,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,AITC,91015.0,Winner
2021,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,BJP,82910.0,Runner-Up
2021,BARDHAMAN DAKSHIN,Bardhaman-Durgapur,Others,31420.0,Others
2024,Burdwan Dakshin,Bardhaman-Durgapur,AITC,92692.0,Winner
2024,Burdwan Dakshin,Bardhaman-Durgapur,BJP,85404.0,Runner-Up
2024,Burdwan Dakshin,Bardhaman-Durgapur,Others,20810.0,Others
2009,Raina,Bardhaman Purba,CPM,101953.0,Winner
2009,Raina,Bardhaman Purba,AITC,62481.0,Runner-Up
2009,Raina,Bardhaman Purba,Others,9655.0,Others
2011,RAINA,Bardhaman Purba,CPM,98897.0,Winner
2011,RAINA,Bardhaman Purba,AITC,86676.0,Runner-Up
2011,RAINA,Bardhaman Purba,Others,7880.0,Others
2014,Raina,Bardhaman Purba,AITC,103718.0,Winner
2014,Raina,Bardhaman Purba,CPM,70023.0,Runner-Up
2014,Raina,Bardhaman Purba,Others,24164.0,Others
2016,RAINA,Bardhaman Purba,AITC,94323.0,Winner
2016,RAINA,Bardhaman Purba,CPM,93875.0,Runner-Up
2016,RAINA,Bardhaman Purba,Others,17895.0,Others
2019,Raina,Bardhaman Purba,AITC,113180.0,Winner
2019,Raina,Bardhaman Purba,BJP,58331.0,Runner-Up
2019,Raina,Bardhaman Purba,Others,42765.0,Others
2021,RAINA,Bardhaman Purba,AITC,108752.0,Winner
2021,RAINA,Bardhaman Purba,BJP,90547.0,Runner-Up
2021,RAINA,Bardhaman Purba,Others,29867.0,Others
2024,Raina,Bardhaman Purba,AITC,114862.0,Winner
2024,Raina,Bardhaman Purba,BJP,71297.0,Runner-Up
2024,Raina,Bardhaman Purba,Others,36635.0,Others
2009,Jamalpur,Bardhaman Purba,CPM,80302.0,Winner
2009,Jamalpur,Bardhaman Purba,AITC,65717.0,Runner-Up
2009,Jamalpur,Bardhaman Purba,Others,10226.0,Others
2011,JAMALPUR,Bardhaman Purba,AITC,84434.0,Winner
2011,JAMALPUR,Bardhaman Purba,CPM,81891.0,Runner-Up
2011,JAMALPUR,Bardhaman Purba,Others,6930.0,Others
2014,Jamalpur,Bardhaman Purba,AITC,82111.0,Winner
2014,Jamalpur,Bardhaman Purba,CPM,71291.0,Runner-Up
2014,Jamalpur,Bardhaman Purba,Others,30983.0,Others
2016,JAMALPUR,Bardhaman Purba,CPM,85491.0,Winner
2016,JAMALPUR,Bardhaman Purba,AITC,84068.0,Runner-Up
2016,JAMALPUR,Bardhaman Purba,Others,22427.0,Others
2019,Jamalpur,Bardhaman Purba,AITC,81941.0,Winner
2019,Jamalpur,Bardhaman Purba,BJP,78257.0,Runner-Up
2019,Jamalpur,Bardhaman Purba,Others,35242.0,Others
2021,JAMALPUR,Bardhaman Purba,AITC,96999.0,Winner
2021,JAMALPUR,Bardhaman Purba,BJP,79028.0,Runner-Up
2021,JAMALPUR,Bardhaman Purba,Others,30663.0,Others
2024,Jamalpur,Bardhaman Purba,AITC,105306.0,Winner
2024,Jamalpur,Bardhaman Purba,BJP,68938.0,Runner-Up
2024,Jamalpur,Bardhaman Purba,Others,30311.0,Others
2009,Monteswar,Burdwan - durgapur,CPM,74299.0,Winner
2009,Monteswar,Burdwan - durgapur,INC,70328.0,Runner-Up
2009,Monteswar,Burdwan - durgapur,Others,13973.0,Others
2011,MONTESWAR,Bardhaman-Durgapur,CPM,81822.0,Winner
2011,MONTESWAR,Bardhaman-Durgapur,AITC,78524.0,Runner-Up
2011,MONTESWAR,Bardhaman-Durgapur,Others,12841.0,Others
2014,Monteswar,Burdwan - durgapur,AITC,85232.0,Winner
2014,Monteswar,Burdwan - durgapur,CPM,68784.0,Runner-Up
2014,Monteswar,Burdwan - durgapur,Others,28372.0,Others
2016,MONTESWAR,Bardhaman-Durgapur,AITC,84134.0,Winner
2016,MONTESWAR,Bardhaman-Durgapur,CPM,83428.0,Runner-Up
2016,MONTESWAR,Bardhaman-Durgapur,Others,23168.0,Others
2016,MONTESWAR,Bardhaman-Durgapur,AITC,84134.0,Winner
2016,MONTESWAR,Bardhaman-Durgapur,CPI(Marxist),20189.0,Runner-Up
2016,MONTESWAR,Bardhaman-Durgapur,Others,86407.0,Others
2016,MONTESWAR,Bardhaman-Durgapur,AITC,147316.0,Winner
2016,MONTESWAR,Bardhaman-Durgapur,CPM,83428.0,Runner-Up
2016,MONTESWAR,Bardhaman-Durgapur,AITC,147316.0,Winner
2016,MONTESWAR,Bardhaman-Durgapur,CPI(Marxist),20189.0,Runner-Up
2016,MONTESWAR,Bardhaman-Durgapur,Others,21199.0,Others
2019,Monteswar,Bardhaman Durgapur,AITC,95202.0,Winner
2019,Monteswar,Bardhaman Durgapur,BJP,67166.0,Runner-Up
2019,Monteswar,Bardhaman Durgapur,Others,34254.0,Others
2021,MONTESWAR,Bardhaman-Durgapur,AITC,105460.0,Winner
2021,MONTESWAR,Bardhaman-Durgapur,BJP,73655.0,Runner-Up
2021,MONTESWAR,Bardhaman-Durgapur,Others,29921.0,Others
2024,Monteswar,Bardhaman-Durgapur,AITC,113438.0,Winner
2024,Monteswar,Bardhaman-Durgapur,BJP,67696.0,Runner-Up
2024,Monteswar,Bardhaman-Durgapur,Others,23669.0,Others
2009,Kalna,Bardhaman Purba,AITC,71538.0,Winner
2009,Kalna,Bardhaman Purba,CPM,70327.0,Runner-Up
2009,Kalna,Bardhaman Purba,Others,15220.0,Others
2011,KALNA,Bardhaman Purba,AITC,85096.0,Winner
2011,KALNA,Bardhaman Purba,CPM,72459.0,Runner-Up
2011,KALNA,Bardhaman Purba,Others,12715.0,Others
2014,Kalna,Bardhaman Purba,AITC,83447.0,Winner
2014,Kalna,Bardhaman Purba,CPM,63596.0,Runner-Up
2014,Kalna,Bardhaman Purba,Others,35071.0,Others
2016,KALNA,Bardhaman Purba,AITC,97430.0,Winner
2016,KALNA,Bardhaman Purba,CPM,72169.0,Runner-Up
2016,KALNA,Bardhaman Purba,Others,24030.0,Others
2019,Kalna,Bardhaman Purba,AITC,86357.0,Winner
2019,Kalna,Bardhaman Purba,BJP,82724.0,Runner-Up
2019,Kalna,Bardhaman Purba,Others,30741.0,Others
2021,KALNA,Bardhaman Purba,AITC,96073.0,Winner
2021,KALNA,Bardhaman Purba,BJP,88595.0,Runner-Up
2021,KALNA,Bardhaman Purba,Others,24283.0,Others
2024,Kalna,Bardhaman Purba,AITC,94368.0,Winner
2024,Kalna,Bardhaman Purba,BJP,84209.0,Runner-Up
2024,Kalna,Bardhaman Purba,Others,24634.0,Others
2009,Memari,Bardhaman Purba,CPM,84780.0,Winner
2009,Memari,Bardhaman Purba,AITC,66425.0,Runner-Up
2009,Memari,Bardhaman Purba,Others,12624.0,Others
2011,MEMARI,Bardhaman Purba,AITC,89083.0,Winner
2011,MEMARI,Bardhaman Purba,CPM,85905.0,Runner-Up
2011,MEMARI,Bardhaman Purba,Others,9677.0,Others
2014,Memari,Bardhaman Purba,AITC,82291.0,Winner
2014,Memari,Bardhaman Purba,CPM,77283.0,Runner-Up
2014,Memari,Bardhaman Purba,Others,34890.0,Others
2016,MEMARI,Bardhaman Purba,AITC,94406.0,Winner
2016,MEMARI,Bardhaman Purba,CPM,85523.0,Runner-Up
2016,MEMARI,Bardhaman Purba,Others,23745.0,Others
2019,Memari,Bardhaman Purba,AITC,86282.0,Winner
2019,Memari,Bardhaman Purba,BJP,81383.0,Runner-Up
2019,Memari,Bardhaman Purba,Others,40485.0,Others
2021,MEMARI,Bardhaman Purba,AITC,104851.0,Winner
2021,MEMARI,Bardhaman Purba,BJP,81773.0,Runner-Up
2021,MEMARI,Bardhaman Purba,Others,32178.0,Others
2024,Memari,Bardhaman Purba,AITC,106306.0,Winner
2024,Memari,Bardhaman Purba,BJP,73475.0,Runner-Up
2024,Memari,Bardhaman Purba,Others,32872.0,Others
2009,Burdwan Uttar,Burdwan - durgapur,CPM,92521.0,Winner
2009,Burdwan Uttar,Burdwan - durgapur,INC,64080.0,Runner-Up
2009,Burdwan Uttar,Burdwan - durgapur,Others,13935.0,Others
2011,BARDHAMAN UTTAR,Bardhaman-Durgapur,CPM,98182.0,Winner
2011,BARDHAMAN UTTAR,Bardhaman-Durgapur,AITC,83949.0,Runner-Up
2011,BARDHAMAN UTTAR,Bardhaman-Durgapur,Others,10876.0,Others
2014,Bardhaman Uttar,Burdwan - durgapur,AITC,95375.0,Winner
2014,Bardhaman Uttar,Burdwan - durgapur,CPM,73709.0,Runner-Up
2014,Bardhaman Uttar,Burdwan - durgapur,Others,35416.0,Others
2016,BARDHAMAN UTTAR,Bardhaman-Durgapur,AITC,102886.0,Winner
2016,BARDHAMAN UTTAR,Bardhaman-Durgapur,CPM,91381.0,Runner-Up
2016,BARDHAMAN UTTAR,Bardhaman-Durgapur,Others,22666.0,Others
2019,Bardhaman Uttar,Bardhaman Durgapur,AITC,108663.0,Winner
2019,Bardhaman Uttar,Bardhaman Durgapur,BJP,80617.0,Runner-Up
2019,Bardhaman Uttar,Bardhaman Durgapur,Others,37352.0,Others
2021,BARDHAMAN UTTAR,Bardhaman-Durgapur,AITC,111211.0,Winner
2021,BARDHAMAN UTTAR,Bardhaman-Durgapur,BJP,93943.0,Runner-Up
2021,BARDHAMAN UTTAR,Bardhaman-Durgapur,Others,36771.0,Others
2024,Burdwan Uttar,Bardhaman-Durgapur,AITC,123368.0,Winner
2024,Burdwan Uttar,Bardhaman-Durgapur,BJP,82123.0,Runner-Up
2024,Burdwan Uttar,Bardhaman-Durgapur,Others,31687.0,Others
2009,Bhatar,Burdwan - durgapur,CPM,79780.0,Winner
2009,Bhatar,Burdwan - durgapur,INC,65877.0,Runner-Up
2009,Bhatar,Burdwan - durgapur,Others,12808.0,Others
2011,BHATAR,Bardhaman-Durgapur,AITC,83883.0,Winner
2011,BHATAR,Bardhaman-Durgapur,CPM,83585.0,Runner-Up
2011,BHATAR,Bardhaman-Durgapur,Others,9909.0,Others
2014,Bhatar,Burdwan - durgapur,AITC,85893.0,Winner
2014,Bhatar,Burdwan - durgapur,CPM,71676.0,Runner-Up
2014,Bhatar,Burdwan - durgapur,Others,29675.0,Others
2016,BHATAR,Bardhaman-Durgapur,AITC,92544.0,Winner
2016,BHATAR,Bardhaman-Durgapur,CPM,86264.0,Runner-Up
2016,BHATAR,Bardhaman-Durgapur,Others,18672.0,Others
2019,Bhatar,Bardhaman Durgapur,AITC,99383.0,Winner
2019,Bhatar,Bardhaman Durgapur,BJP,72919.0,Runner-Up
2019,Bhatar,Bardhaman Durgapur,Others,31517.0,Others
2021,BHATAR,Bardhaman-Durgapur,AITC,108028.0,Winner
2021,BHATAR,Bardhaman-Durgapur,BJP,76287.0,Runner-Up
2021,BHATAR,Bardhaman-Durgapur,Others,29853.0,Others
2024,Bhatar,Bardhaman-Durgapur,AITC,109501.0,Winner
2024,Bhatar,Bardhaman-Durgapur,BJP,77081.0,Runner-Up
2024,Bhatar,Bardhaman-Durgapur,Others,24614.0,Others
2009,Purbasthali Dakshin,Bardhaman Purba,AITC,74866.0,Winner
2009,Purbasthali Dakshin,Bardhaman Purba,CPM,64468.0,Runner-Up
2009,Purbasthali Dakshin,Bardhaman Purba,Others,20518.0,Others
2011,PURBASTHALI DAKSHIN,Bardhaman Purba,AITC,86039.0,Winner
2011,PURBASTHALI DAKSHIN,Bardhaman Purba,CPM,70181.0,Runner-Up
2011,PURBASTHALI DAKSHIN,Bardhaman Purba,Others,16816.0,Others
2014,Purbasthali Dakshin,Bardhaman Purba,AITC,94216.0,Winner
2014,Purbasthali Dakshin,Bardhaman Purba,CPM,56724.0,Runner-Up
2014,Purbasthali Dakshin,Bardhaman Purba,Others,34671.0,Others
2016,PURBASTHALI DAKSHIN,Bardhaman Purba,AITC,104398.0,Winner
2016,PURBASTHALI DAKSHIN,Bardhaman Purba,INC,66732.0,Runner-Up
2016,PURBASTHALI DAKSHIN,Bardhaman Purba,Others,26413.0,Others
2019,Purbasthali Dakshin,Bardhaman Purba,AITC,100240.0,Winner
2019,Purbasthali Dakshin,Bardhaman Purba,BJP,78332.0,Runner-Up
2019,Purbasthali Dakshin,Bardhaman Purba,Others,26532.0,Others
2021,PURBASTHALI DAKSHIN,Bardhaman Purba,AITC,105698.0,Winner
2021,PURBASTHALI DAKSHIN,Bardhaman Purba,BJP,88288.0,Runner-Up
2021,PURBASTHALI DAKSHIN,Bardhaman Purba,Others,21367.0,Others
2024,Purbasthali Dakshin,Bardhaman Purba,AITC,102656.0,Winner
2024,Purbasthali Dakshin,Bardhaman Purba,BJP,81294.0,Runner-Up
