AC_No,AC_Name,PC_Name,Winner_Party,Winner_Votes,Runner_Votes,Runner_Party,Total_Votes,Year,Election_Type,Margin_Votes,Margin_Percent
143.0,DIAMOND HARBOUR,Diamond harbour,AITC,98478.0,81482.0,BJP,225397.0,2021,Vidhan Sabha,16996.0,7.540473032027934
143.0,Diamond Harbour,Diamond harbour,AITC,147343.0,43176.0,BJP,211993.0,2024,Lok Sabha,104167.0,49.13699980659739
144.0,Falta,Diamond harbour,AITC,81331.0,55579.0,CPM,145812.0,2009,Lok Sabha,25752.0,17.66109785202864
144.0,FALTA,Diamond harbour,AITC,86966.0,59295.0,CPM,156375.0,2011,Vidhan Sabha,27671.0,17.695283772981615
144.0,Falta,Diamond harbour,AITC,70710.0,62205.0,CPM,172792.0,2014,Lok Sabha,8505.0,4.922102875133108
144.0,FALTA,Diamond harbour,AITC,94381.0,70801.0,CPM,188183.0,2016,Vidhan Sabha,23580.0,12.530356089551129
144.0,Falta,Diamond harbour,AITC,114689.0,70912.0,BJP,195930.0,2019,Lok Sabha,43777.0,22.343183790129128
144.0,FALTA,Diamond harbour,AITC,117179.0,76405.0,BJP,207932.0,2021,Vidhan Sabha,40774.0,19.609295346555605
144.0,Falta,Diamond harbour,AITC,183635.0,15263.0,BJP,205520.0,2024,Lok Sabha,168372.0,81.92487349163099
145.0,Satgachhia,Diamond harbour,AITC,91925.0,66740.0,CPM,171033.0,2009,Lok Sabha,25185.0,14.725228464682255
145.0,SATGACHIA,Diamond harbour,AITC,93902.0,75792.0,CPM,183488.0,2011,Vidhan Sabha,18110.0,9.869855249389605
145.0,Satgachia,Diamond harbour,AITC,86282.0,67006.0,CPM,197678.0,2014,Lok Sabha,19276.0,9.751211566284564
145.0,SATGACHIA,Diamond harbour,AITC,100171.0,82899.0,CPM,208797.0,2016,Vidhan Sabha,17272.0,8.272149504063755
145.0,Satgachia,Diamond harbour,AITC,111540.0,86761.0,BJP,220278.0,2019,Lok Sabha,24779.0,11.248967214156655
145.0,SATGACHIA,Diamond harbour,AITC,118635.0,95317.0,BJP,235546.0,2021,Vidhan Sabha,23318.0,9.899552529017686
145.0,Satgachhia,Diamond harbour,AITC,136067.0,75449.0,BJP,232120.0,2024,Lok Sabha,60618.0,26.114940547992415
146.0,Bishnupur,Diamond harbour,AITC,85329.0,62674.0,CPM,161597.0,2009,Lok Sabha,22655.0,14.019443430261699
146.0,BISHNUPUR(SC),Diamond harbour,AITC,95912.0,70862.0,CPM,177890.0,2011,Vidhan Sabha,25050.0,14.081735904210468
146.0,Bishnupur,Diamond harbour,AITC,88559.0,62297.0,CPM,190046.0,2014,Lok Sabha,26262.0,13.818759668711786
146.0,BISHNUPUR(SC),Diamond harbour,AITC,107129.0,76499.0,CPM,204593.0,2016,Vidhan Sabha,30630.0,14.971186697492096
146.0,Bishnupur,Diamond harbour,AITC,117617.0,73529.0,BJP,216472.0,2019,Lok Sabha,44088.0,20.36660630474149
146.0,BISHNUPUR(SC),Diamond harbour,AITC,136509.0,77677.0,BJP,237570.0,2021,Vidhan Sabha,58832.0,24.764069537399504
146.0,Bishnupur,Diamond harbour,AITC,140709.0,69557.0,BJP,235518.0,2024,Lok Sabha,71152.0,30.210854372064983
147.0,Sonarpur Dakshin,Jadavpur,AITC,82060.0,61391.0,CPM,151368.0,2009,Lok Sabha,20669.0,13.654801543258813
147.0,SONARPUR DAKSHIN,Jadavpur,AITC,100243.0,62469.0,CPI,169816.0,2011,Vidhan Sabha,37774.0,22.244075941018515
147.0,Sonarpur Dakshin,Jadavpur,AITC,84558.0,66734.0,CPM,187530.0,2014,Lok Sabha,17824.0,9.504612595318083
147.0,SONARPUR DAKSHIN,Jadavpur,AITC,97455.0,82426.0,CPI,203884.0,2016,Vidhan Sabha,15029.0,7.371348413803928
147.0,Sonarpur Dakshin,Jadavpur,AITC,88354.0,73800.0,BJP,213432.0,2019,Lok Sabha,14554.0,6.819033696915176
147.0,SONARPUR DAKSHIN,Jadavpur,AITC,109222.0,83041.0,BJP,232807.0,2021,Vidhan Sabha,26181.0,11.245795873835409
147.0,Sonarpur Dakshin,Jadavpur,AITC,97628.0,87909.0,BJP,231936.0,2024,Lok Sabha,9719.0,4.190380104856512
148.0,Bhangar,Jadavpur,AITC,79161.0,68824.0,CPM,157368.0,2009,Lok Sabha,10337.0,6.568679782420822
148.0,BHANGORE,Jadavpur,CPM,81965.0,76859.0,AITC,173193.0,2011,Vidhan Sabha,5106.0,2.9481561033067156
148.0,Bhangore,Jadavpur,AITC,110798.0,47015.0,CPM,175924.0,2014,Lok Sabha,63783.0,36.25599690775562
148.0,BHANGORE,Jadavpur,AITC,102087.0,83963.0,CPM,205927.0,2016,Vidhan Sabha,18124.0,8.801177116162522
148.0,Bhangore,Jadavpur,AITC,146723.0,34758.0,CPIM,215705.0,2019,Lok Sabha,111965.0,51.90653902320299
148.0,BHANGORE,Jadavpur,RSSCMJP,109237.0,83086.0,AITC,242185.0,2021,Vidhan Sabha,26151.0,10.797943720709375
148.0,Bhangar,Jadavpur,AITC,116486.0,75004.0,AISF,242488.0,2024,Lok Sabha,41482.0,17.10682590478704
149.0,Kasba,Kolkata Dakshin,AITC,80726.0,65313.0,CPM,155404.0,2009,Lok Sabha,15413.0,9.918020128182029
149.0,KASBA,Kolkata Dakshin,AITC,92460.0,72571.0,CPM,171839.0,2011,Vidhan Sabha,19889.0,11.574206088257032
149.0,Kasba,Kolkata Dakshin,AITC,70906.0,55480.0,CPM,185622.0,2014,Lok Sabha,15426.0,8.31043734040146
149.0,KASBA,Kolkata Dakshin,AITC,91679.0,79795.0,CPM,197086.0,2016,Vidhan Sabha,11884.0,6.029854987162964
149.0,Kasba,Kolkata Dakshin,AITC,98535.0,63894.0,BJP,203187.0,2019,Lok Sabha,34641.0,17.048826942668576
149.0,KASBA,Kolkata Dakshin,AITC,121372.0,57750.0,BJP,223154.0,2021,Vidhan Sabha,63622.0,28.510356076969266
149.0,Kasba,Kolkata Dakshin,AITC,118379.0,71529.0,BJP,224116.0,2024,Lok Sabha,46850.0,20.90435310285745
150.0,Jadavpur,Jadavpur,CPM,96992.0,77915.0,AITC,183912.0,2009,Lok Sabha,19077.0,10.372895732741746
150.0,JADAVPUR,Jadavpur,AITC,103972.0,87288.0,CPM,197492.0,2011,Vidhan Sabha,16684.0,8.447937131630647
150.0,Jadavpur,Jadavpur,CPM,78208.0,77900.0,AITC,197965.0,2014,Lok Sabha,308.0,0.1555830576111939
150.0,JADAVPUR,Jadavpur,CPM,98977.0,84035.0,AITC,204017.0,2016,Vidhan Sabha,14942.0,7.3238994789649885
150.0,Jadavpur,Jadavpur,AITC,80670.0,68515.0,CPIM,204344.0,2019,Lok Sabha,12155.0,5.948302861840817
150.0,JADAVPUR,Jadavpur,AITC,98100.0,59231.0,CPM,215419.0,2021,Vidhan Sabha,38869.0,18.043440922109934
150.0,Jadavpur,Jadavpur,AITC,81897.0,64048.0,BJP,208745.0,2024,Lok Sabha,17849.0,8.550623967041126
151.0,Sonarpur Uttar,Jadavpur,AITC,72074.0,61659.0,CPM,142239.0,2009,Lok Sabha,10415.0,7.322183086214048
151.0,SONARPUR UTTAR,Jadavpur,AITC,89841.0,63817.0,CPM,162155.0,2011,Vidhan Sabha,26024.0,16.048842157195274
151.0,Sonarpur Uttar,Jadavpur,AITC,80812.0,64410.0,CPM,180335.0,2014,Lok Sabha,16402.0,9.095294867884771
151.0,SONARPUR UTTAR,Jadavpur,AITC,101939.0,77059.0,CPM,202625.0,2016,Vidhan Sabha,24880.0,12.278840222085133
151.0,Sonarpur Uttar,Jadavpur,AITC,100167.0,67796.0,BJP,216902.0,2019,Lok Sabha,32371.0,14.924251505288103
151.0,SONARPUR UTTAR,Jadavpur,AITC,119957.0,83867.0,BJP,240495.0,2021,Vidhan Sabha,36090.0,15.006548992702552
151.0,Sonarpur Uttar,Jadavpur,AITC,116671.0,84031.0,BJP,244781.0,2024,Lok Sabha,32640.0,13.334368272047259
152.0,Tollyganj,Jadavpur,CPM,79340.0,71912.0,AITC,160005.0,2009,Lok Sabha,7428.0,4.64235492640855
152.0,TOLLYGUNJ,Jadavpur,AITC,102743.0,75063.0,CPM,182917.0,2011,Vidhan Sabha,27680.0,15.13254645549621
152.0,Tollygunge,Jadavpur,AITC,76042.0,67007.0,CPM,183745.0,2014,Lok Sabha,9035.0,4.917140602465373
152.0,TOLLYGUNJ,Jadavpur,AITC,90603.0,80707.0,CPM,193893.0,2016,Vidhan Sabha,9896.0,5.103845935644918
152.0,Tollygunge,Jadavpur,AITC,77781.0,58816.0,CPIM,188166.0,2019,Lok Sabha,18965.0,10.078866532742365
152.0,TOLLYGUNJ,Jadavpur,AITC,101440.0,51360.0,BJP,197365.0,2021,Vidhan Sabha,50080.0,25.374306487979126
152.0,Tollyganj,Jadavpur,AITC,77016.0,56781.0,BJP,187160.0,2024,Lok Sabha,20235.0,10.811605043812781
153.0,Behala Purba,Kolkata Dakshin,AITC,92939.0,68877.0,CPM,171210.0,2009,Lok Sabha,24062.0,14.054085625839614
153.0,BEHALA PURBA,Kolkata Dakshin,AITC,116709.0,68536.0,CPM,193617.0,2011,Vidhan Sabha,48173.0,24.880563173688262
153.0,BEHALA PURBA,Kolkata Dakshin,AITC,80192.0,58616.0,CPM,196845.0,2014,Lok Sabha,21576.0,10.96090832888821
153.0,BEHALA PURBA,Kolkata Dakshin,AITC,96621.0,72327.0,IND,204122.0,2016,Vidhan Sabha,24294.0,11.901705842584336
153.0,BEHALA PURBA,Kolkata Dakshin,AITC,89341.0,73483.0,BJP,206212.0,2019,Lok Sabha,15858.0,7.690144123523364
153.0,BEHALA PURBA,Kolkata Dakshin,AITC,110968.0,73540.0,BJP,221872.0,2021,Vidhan Sabha,37428.0,16.869185836878923
153.0,Behala Purba,Kolkata Dakshin,AITC,97125.0,81899.0,BJP,213935.0,2024,Lok Sabha,15226.0,7.117115011568935
154.0,Behala paschim,Kolkata Dakshin,AITC,104746.0,69360.0,CPM,182745.0,2009,Lok Sabha,35386.0,19.36359407918137
154.0,BEHALA PASCHIM,Kolkata Dakshin,AITC,127870.0,68849.0,CPM,203107.0,2011,Vidhan Sabha,59021.0,29.05906738812547
154.0,Behala paschim,Kolkata Dakshin,AITC,85978.0,62840.0,CPM,209988.0,2014,Lok Sabha,23138.0,11.018724879516926
154.0,BEHALA PASCHIM,Kolkata Dakshin,AITC,102114.0,93218.0,CPM,222079.0,2016,Vidhan Sabha,8896.0,4.005781726322615
154.0,Behala paschim,Kolkata Dakshin,AITC,91216.0,75051.0,BJP,217443.0,2019,Lok Sabha,16165.0,7.43413216337155
154.0,BEHALA PASCHIM,Kolkata Dakshin,AITC,114778.0,63894.0,BJP,231816.0,2021,Vidhan Sabha,50884.0,21.950167374124305
154.0,Behala Paschim,Kolkata Dakshin,AITC,96209.0,81013.0,BJP,218772.0,2024,Lok Sabha,15196.0,6.946044283546341
155.0,Maheshtala,Diamond harbour,AITC,81544.0,66442.0,CPM,157815.0,2009,Lok Sabha,15102.0,9.56943256344454
155.0,MAHESHTALA,Diamond harbour,AITC,92211.0,67928.0,CPM,175656.0,2011,Vidhan Sabha,24283.0,13.824179077287427
155.0,Maheshtala,Diamond harbour,AITC,70429.0,62360.0,CPM,185581.0,2014,Lok Sabha,8069.0,4.3479666560693175
155.0,MAHESHTALA,Diamond harbour,AITC,93675.0,81223.0,CPM,195827.0,2016,Vidhan Sabha,12452.0,6.358673727320544
155.0,Maheshtala,Diamond harbour,AITC,98092.0,69252.0,BJP,197986.0,2019,Lok Sabha,28840.0,14.566686533391248
155.0,MAHESHTALA,Diamond harbour,AITC,124008.0,66059.0,BJP,219969.0,2021,Vidhan Sabha,57949.0,26.344166678031904
155.0,Maheshtala,Diamond harbour,AITC,130063.0,60525.0,BJP,217153.0,2024,Lok Sabha,69538.0,32.02258315565523
156.0,Budge budge,Diamond harbour,AITC,85544.0,52786.0,CPM,152691.0,2009,Lok Sabha,32758.0,21.453785750306174
156.0,BUDGE BUDGE,Diamond harbour,AITC,99915.0,53426.0,CPM,166407.0,2011,Vidhan Sabha,46489.0,27.936925730287786
156.0,BUDGE BUDGE,Diamond harbour,AITC,66404.0,61829.0,CPM,181383.0,2014,Lok Sabha,4575.0,2.522287094159872
156.0,BUDGE BUDGE,Diamond harbour,AITC,84058.0,76899.0,INC,190494.0,2016,Vidhan Sabha,7159.0,3.7581236154419564
156.0,BUDGE BUDGE,Diamond harbour,AITC,119675.0,63118.0,BJP,199356.0,2019,Lok Sabha,56557.0,28.369850919962282
156.0,BUDGE BUDGE,Diamond harbour,AITC,122357.0,77643.0,BJP,216892.0,2021,Vidhan Sabha,44714.0,20.61579034726961
156.0,Budge Budge,Diamond harbour,AITC,159780.0,41942.0,BJP,214825.0,2024,Lok Sabha,117838.0,54.85301989991854
157.0,Metiaburuz,Diamond harbour,AITC,57530.0,49126.0,CPM,114755.0,2009,Lok Sabha,8404.0,7.323428173064355
157.0,METIABURUZ,Diamond harbour,AITC,55003.0,48409.0,CPM,132353.0,2011,Vidhan Sabha,6594.0,4.982131119052836
157.0,Metiaburuz,Diamond harbour,AITC,51684.0,49173.0,CPM,149760.0,2014,Lok Sabha,2511.0,1.6766826923076923
157.0,METIABURUZ,Diamond harbour,AITC,79749.0,61773.0,CPM,160288.0,2016,Vidhan Sabha,17976.0,11.21481333599521
157.0,Metiaburuz,Diamond harbour,AITC,119978.0,32802.0,BJP,171514.0,2019,Lok Sabha,87176.0,50.827337710041164
157.0,METIABURUZ,Diamond harbour,AITC,151066.0,31462.0,BJP,196582.0,2021,Vidhan Sabha,119604.0,60.8417861248741
157.0,Metiaburuz,Diamond harbour,AITC,145896.0,30156.0,BJP,196960.0,2024,Lok Sabha,115740.0,58.763200649878144
158.0,Kolkata port,Kolkata Dakshin,AITC,64846.0,32131.0,CPM,108805.0,2009,Lok Sabha,32715.0,30.0675520426451
158.0,KOLKATA PORT,Kolkata Dakshin,AITC,63866.0,38833.0,AIFB,131314.0,2011,Vidhan Sabha,25033.0,19.063466195531323
158.0,Kolkata port,Kolkata Dakshin,AITC,45722.0,38848.0,BJP,138834.0,2014,Lok Sabha,6874.0,4.9512367287552035
158.0,KOLKATA PORT,Kolkata Dakshin,AITC,73459.0,46911.0,INC,138050.0,2016,Vidhan Sabha,26548.0,19.230713509597972
158.0,Kolkata port,Kolkata Dakshin,AITC,82102.0,45863.0,BJP,144636.0,2019,Lok Sabha,36239.0,25.05531126413894
158.0,KOLKATA PORT,Kolkata Dakshin,AITC,105543.0,36989.0,BJP,152443.0,2021,Vidhan Sabha,68554.0,44.970251175849334
158.0,Kolkata Port,Kolkata Dakshin,AITC,84816.0,41923.0,BJP,152391.0,2024,Lok Sabha,42893.0,28.14667532859552
159.0,Bhabanipur,Kolkata Dakshin,AITC,77159.0,36025.0,CPM,126214.0,2009,Lok Sabha,41134.0,32.59067932242065
159.0,BHABANIPUR,Kolkata Dakshin,AITC,87903.0,37967.0,CPM,135716.0,2011,Vidhan Sabha,49936.0,36.79448259600932
159.0,BHABANIPUR,Kolkata Dakshin,AITC,87903.0,19422.0,CPM,135716.0,2011,Vidhan Sabha,68481.0,50.459046833092636
159.0,BHABANIPUR,Kolkata Dakshin,AITC,73635.0,37967.0,CPM,95064.0,2011,Vidhan Sabha,35668.0,37.519986535386685
159.0,BHABANIPUR,Kolkata Dakshin,AITC,73635.0,19422.0,CPM,95064.0,2011,Vidhan Sabha,54213.0,57.02789699570815
159.0,Bhabanipur,Kolkata Dakshin,BJP,47465.0,47280.0,AITC,138809.0,2014,Lok Sabha,185.0,0.1332766607352549
159.0,BHABANIPUR,Kolkata Dakshin,AITC,65520.0,40219.0,INC,137455.0,2016,Vidhan Sabha,25301.0,18.406751300425594
159.0,Bhabanipur,Kolkata Dakshin,AITC,61137.0,57969.0,BJP,136091.0,2019,Lok Sabha,3168.0,2.3278541564100492
159.0,BHABANIPUR,Kolkata Dakshin,AITC,73505.0,44786.0,BJP,127376.0,2021,Vidhan Sabha,28719.0,22.54663358874513
159.0,BHABANIPUR,Kolkata Dakshin,AITC,73505.0,26428.0,BJP,127376.0,2021,Vidhan Sabha,47077.0,36.95908177364653
159.0,BHABANIPUR,Kolkata Dakshin,AITC,85263.0,44786.0,BJP,118580.0,2021,Vidhan Sabha,40477.0,34.134761342553546
159.0,BHABANIPUR,Kolkata Dakshin,AITC,85263.0,26428.0,BJP,118580.0,2021,Vidhan Sabha,58835.0,49.616292798110976
159.0,Bhabanipur,Kolkata Dakshin,AITC,62461.0,54164.0,BJP,133133.0,2024,Lok Sabha,8297.0,6.232113750910743
160.0,Rashbehari,Kolkata Dakshin,AITC,76438.0,40568.0,CPM,127625.0,2009,Lok Sabha,35870.0,28.10577864838394
160.0,RASHBEHARI,Kolkata Dakshin,AITC,88892.0,38998.0,CPM,135603.0,2011,Vidhan Sabha,49894.0,36.79417122040073
160.0,Rashbehari,Kolkata Dakshin,AITC,50322.0,41991.0,BJP,138150.0,2014,Lok Sabha,8331.0,6.030401737242128
160.0,RASHBEHARI,Kolkata Dakshin,AITC,60857.0,46304.0,INC,137857.0,2016,Vidhan Sabha,14553.0,10.556591250353629
160.0,Rashbehari,Kolkata Dakshin,BJP,57976.0,52555.0,AITC,135529.0,2019,Lok Sabha,5421.0,3.9998819440857676
160.0,RASHBEHARI,Kolkata Dakshin,AITC,65704.0,44290.0,BJP,124455.0,2021,Vidhan Sabha,21414.0,17.206219115342893
160.0,Rashbehari,Kolkata Dakshin,AITC,57905.0,56214.0,BJP,131723.0,2024,Lok Sabha,1691.0,1.2837545455235608
161.0,Ballygunge,Kolkata Dakshin,AITC,78636.0,43387.0,CPM,133838.0,2009,Lok Sabha,35249.0,26.33706421195774
161.0,BALLYGUNGE,Kolkata Dakshin,AITC,88194.0,47009.0,CPM,145414.0,2011,Vidhan Sabha,41185.0,28.322582419849535
161.0,Ballygunge,Kolkata Dakshin,AITC,50719.0,36337.0,BJP,158044.0,2014,Lok Sabha,14382.0,9.09999746905925
161.0,BALLYGUNGE,Kolkata Dakshin,AITC,70083.0,54858.0,INC,153941.0,2016,Vidhan Sabha,15225.0,9.890152720847597
161.0,Ballygunge,Kolkata Dakshin,AITC,97302.0,42850.0,BJP,161138.0,2019,Lok Sabha,54452.0,33.79215330958557
161.0,BALLYGUNGE,Kolkata Dakshin,AITC,106585.0,31226.0,BJP,150962.0,2021,Vidhan Sabha,75359.0,49.91918496045362
161.0,Ballygunge,Kolkata Dakshin,AITC,95830.0,39717.0,BJP,158007.0,2024,Lok Sabha,56113.0,35.51298360199232
162.0,Chowrangee,Kolkata Uttar,AITC,63211.0,33123.0,CPM,105333.0,2009,Lok Sabha,30088.0,28.56464735647898
162.0,CHOWRANGEE,Kolkata Uttar,AITC,79450.0,21711.0,RJD,110506.0,2011,Vidhan Sabha,57739.0,52.249651602627914
162.0,Chowrangee,Kolkata Uttar,INC,35988.0,34440.0,AITC,114830.0,2014,Lok Sabha,1548.0,1.3480797700949227
162.0,CHOWRANGEE,Kolkata Uttar,AITC,55119.0,41903.0,INC,116557.0,2016,Vidhan Sabha,13216.0,11.338658338838508
162.0,Chowrangee,Kolkata Uttar,AITC,65445.0,38885.0,BJP,118261.0,2019,Lok Sabha,26560.0,22.45879875867784
162.0,CHOWRANGEE,Kolkata Uttar,AITC,70101.0,24757.0,BJP,111493.0,2021,Vidhan Sabha,45344.0,40.66981783609733
162.0,Chowrangee,Kolkata Uttar,AITC,55031.0,40386.0,BJP,115195.0,2024,Lok Sabha,14645.0,12.713225400408005
163.0,Entally,Kolkata Uttar,AITC,60157.0,54217.0,CPM,124313.0,2009,Lok Sabha,5940.0,4.778261324238012
163.0,ENTALLY,Kolkata Uttar,AITC,75891.0,50895.0,CPM,134953.0,2011,Vidhan Sabha,24996.0,18.522003956933155
163.0,Entally,Kolkata Uttar,AITC,52651.0,31237.0,CPM,143140.0,2014,Lok Sabha,21414.0,14.960178845885148
163.0,ENTALLY,Kolkata Uttar,AITC,75841.0,47853.0,CPM,145936.0,2016,Vidhan Sabha,27988.0,19.17826992654314
163.0,Entally,Kolkata Uttar,AITC,89711.0,48391.0,BJP,156140.0,2019,Lok Sabha,41320.0,26.46343025489945
163.0,ENTALLY,Kolkata Uttar,AITC,101709.0,43452.0,BJP,156874.0,2021,Vidhan Sabha,58257.0,37.136172979588714
163.0,Entally,Kolkata Uttar,AITC,83446.0,54137.0,BJP,165600.0,2024,Lok Sabha,29309.0,17.69867149758454
164.0,Beleghata,Kolkata Uttar,AITC,74605.0,67648.0,CPM,152159.0,2009,Lok Sabha,6957.0,4.572190931854179
164.0,BELEGHATA,Kolkata Uttar,AITC,93185.0,61497.0,CPM,162195.0,2011,Vidhan Sabha,31688.0,19.5369770954715
164.0,Beleghata,Kolkata Uttar,AITC,66936.0,37135.0,CPM,165253.0,2014,Lok Sabha,29801.0,18.033560661531105
164.0,BELEGHATA,Kolkata Uttar,AITC,84843.0,58664.0,CPM,160613.0,2016,Vidhan Sabha,26179.0,16.299427817175445
164.0,Beleghata,Kolkata Uttar,AITC,97583.0,46681.0,BJP,165014.0,2019,Lok Sabha,50902.0,30.84707964172737
164.0,BELEGHATA,Kolkata Uttar,AITC,103182.0,36042.0,BJP,158506.0,2021,Vidhan Sabha,67140.0,42.358017993009724
164.0,Beleghata,Kolkata Uttar,AITC,92643.0,46531.0,BJP,166761.0,2024,Lok Sabha,46112.0,27.651549223139703
165.0,Jorasanko,Kolkata Uttar,AITC,58869.0,37154.0,CPM,106764.0,2009,Lok Sabha,21715.0,20.339252931699825
165.0,JORASANKO,Kolkata Uttar,AITC,57970.0,26461.0,CPM,113419.0,2011,Vidhan Sabha,31509.0,27.781059610823583
165.0,Jorasanko,Kolkata Uttar,BJP,45075.0,28593.0,AITC,113395.0,2014,Lok Sabha,16482.0,14.535032408836368
165.0,JORASANKO,Kolkata Uttar,AITC,44766.0,38476.0,BJP,104630.0,2016,Vidhan Sabha,6290.0,6.011660135716334
165.0,Jorasanko,Kolkata Uttar,BJP,51147.0,47265.0,AITC,110246.0,2019,Lok Sabha,3882.0,3.5212161892494964
165.0,JORASANKO,Kolkata Uttar,AITC,52123.0,39380.0,BJP,98955.0,2021,Vidhan Sabha,12743.0,12.877570612904856
165.0,Jorasanko,Kolkata Uttar,BJP,49294.0,41893.0,AITC,104823.0,2024,Lok Sabha,7401.0,7.0604733693941215
166.0,Shyampukur,Kolkata Uttar,AITC,60872.0,51550.0,CPM,119901.0,2009,Lok Sabha,9322.0,7.774747500020851
166.0,SHYAMPUKUR,Kolkata Uttar,AITC,72904.0,45868.0,AIFB,125766.0,2011,Vidhan Sabha,27036.0,21.49706597967654
166.0,Shyampukur,Kolkata Uttar,AITC,44515.0,37681.0,BJP,123096.0,2014,Lok Sabha,6834.0,5.551764476506142
166.0,SHYAMPUKUR,Kolkata Uttar,AITC,53507.0,40352.0,AIFB,116816.0,2016,Vidhan Sabha,13155.0,11.2612998219422
166.0,Shyampukur,Kolkata Uttar,BJP,48905.0,46735.0,AITC,115437.0,2019,Lok Sabha,2170.0,1.8798132314595841
166.0,SHYAMPUKUR,Kolkata Uttar,AITC,55785.0,33265.0,BJP,102970.0,2021,Vidhan Sabha,22520.0,21.87044770321453
166.0,Shyampukur,Kolkata Uttar,BJP,49662.0,48063.0,AITC,109160.0,2024,Lok Sabha,1599.0,1.4648222792231587
167.0,Maniktola,Kolkata Uttar,AITC,72760.0,54488.0,CPM,135990.0,2009,Lok Sabha,18272.0,13.436282079564673
167.0,MANIKTALA,Kolkata Uttar,AITC,89039.0,52489.0,CPM,148273.0,2011,Vidhan Sabha,36550.0,24.65047581150985
167.0,Maniktala,Kolkata Uttar,AITC,59003.0,40218.0,CPM,149781.0,2014,Lok Sabha,18785.0,12.541644133768637
167.0,MANIKTALA,Kolkata Uttar,AITC,73157.0,47846.0,CPM,144587.0,2016,Vidhan Sabha,25311.0,17.505723197797867
167.0,Maniktala,Kolkata Uttar,AITC,61134.0,60273.0,BJP,142400.0,2019,Lok Sabha,861.0,0.6046348314606742
167.0,MANIKTALA,Kolkata Uttar,AITC,67577.0,47339.0,BJP,132967.0,2021,Vidhan Sabha,20238.0,15.220317823219295
167.0,Maniktola,Kolkata Uttar,AITC,66964.0,63389.0,BJP,142485.0,2024,Lok Sabha,3575.0,2.509036038881286
168.0,Kashipur-belgachhia,Kolkata Uttar,AITC,69580.0,52281.0,CPM,131396.0,2009,Lok Sabha,17299.0,13.16554537428841
168.0,KASHIPUR-BELGACHIA,Kolkata Uttar,AITC,87408.0,47124.0,CPM,141721.0,2011,Vidhan Sabha,40284.0,28.42486293492143
168.0,Kashipur-Belgachia,Kolkata Uttar,AITC,57251.0,37468.0,BJP,145288.0,2014,Lok Sabha,19783.0,13.616403281757613
168.0,KASHIPUR-BELGACHIA,Kolkata Uttar,AITC,72264.0,46454.0,CPM,143391.0,2016,Vidhan Sabha,25810.0,17.999734990341096
168.0,Kashipur-Belgachia,Kolkata Uttar,AITC,66617.0,53025.0,BJP,141955.0,2019,Lok Sabha,13592.0,9.574865274206616
168.0,KASHIPUR-BELGACHIA,Kolkata Uttar,AITC,76182.0,40792.0,BJP,134872.0,2021,Vidhan Sabha,35390.0,26.239693932024437
168.0,Kashipur-Belgachhia,Kolkata Uttar,AITC,65137.0,57869.0,BJP,141438.0,2024,Lok Sabha,7268.0,5.138647322501732
169.0,Bally,Howrah,CPM,59626.0,31872.0,AITC,97493.0,2009,Lok Sabha,27754.0,28.467684859425805
169.0,BALLY,Howrah,AITC,52770.0,46170.0,CPM,104665.0,2011,Vidhan Sabha,6600.0,6.305832895428271
169.0,Bally,Howrah,AITC,43155.0,30916.0,BJP,111765.0,2014,Lok Sabha,12239.0,10.950655393012124
169.0,BALLY,Howrah,AITC,52702.0,37299.0,CPM,112192.0,2016,Vidhan Sabha,15403.0,13.729142897889332
169.0,Bally,Howrah,AITC,51951.0,51656.0,BJP,122415.0,2019,Lok Sabha,295.0,0.24098353959890537
169.0,BALLY,Howrah,AITC,53347.0,47110.0,BJP,125872.0,2021,Vidhan Sabha,6237.0,4.955033685013347
169.0,Bally,Howrah,AITC,52906.0,46414.0,BJP,118027.0,2024,Lok Sabha,6492.0,5.5004363408372665
170.0,Howrah Uttar,Howrah,CPM,72093.0,43991.0,AITC,126128.0,2009,Lok Sabha,28102.0,22.28054040339972
170.0,HOWRAH UTTAR,Howrah,AITC,61466.0,41858.0,CPM,124794.0,2011,Vidhan Sabha,19608.0,15.712293860281745
170.0,Howrah Uttar,Howrah,AITC,57449.0,45446.0,BJP,135697.0,2014,Lok Sabha,12003.0,8.845442419508169
170.0,HOWRAH UTTAR,Howrah,AITC,61917.0,34958.0,INC,134646.0,2016,Vidhan Sabha,26959.0,20.022132109383122
170.0,Howrah Uttar,Howrah,BJP,67017.0,64056.0,AITC,144233.0,2019,Lok Sabha,2961.0,2.052928248043097
170.0,HOWRAH UTTAR,Howrah,AITC,71575.0,66053.0,BJP,149720.0,2021,Vidhan Sabha,5522.0,3.6882180069463
170.0,Howrah Uttar,Howrah,AITC,69826.0,59795.0,BJP,141346.0,2024,Lok Sabha,10031.0,7.096769629137012
171.0,Howrah madhya,Howrah,AITC,83840.0,56090.0,CPM,153826.0,2009,Lok Sabha,27750.0,18.039863222082094
171.0,HOWRAH MADHYA,Howrah,AITC,103184.0,52514.0,CPM,166242.0,2011,Vidhan Sabha,50670.0,30.479662179232687
171.0,Howrah madhya,Howrah,AITC,67107.0,45611.0,BJP,170553.0,2014,Lok Sabha,21496.0,12.603706765638833
171.0,HOWRAH MADHYA,Howrah,AITC,91800.0,38806.0,JD(U),175876.0,2016,Vidhan Sabha,52994.0,30.131456253269352
